	Question	Reponse
26115	J'ai perdu ma carte de débit et je n'avais pas accès aux fonds. Ma banque a fait tout son possible pour me la renvoyer gratuitement en première classe.	C'était très gentil de leur part. Vous ne pouviez pas entrer dans un bureau et l'obtenir plus rapidement.
26119	J'ai fait un repêchage fantastique aujourd'hui, j'ai fait beaucoup de recherches pour ça	Je n'ai jamais essayé ça, est-ce que vous pariez de l'argent dessus ?
26132	environ 9 mois, j'ai été assez lent à faire des progrès mais dans l'ensemble c'est solide	Gardez votre régime alimentaire propre et vous continuerez à vous améliorer.
26139	J'ai vu un type gifler sa femme au magasin, j'étais furieux	Vous avez fait ou dit quelque chose ?
26146	c'est censé être un demi-million, un tuyau d'égout a éclaté sur moi alors que j'étais dans un magasin	Wow !  Ça semble valoir le coup. ! !!!  J'aurais aimé que ça m'arrive à moi ! ha ha.  J'espère que vous êtes toujours en bonne santé et félicitations !
26154	Ce n'est pas tout, ce type a fini par nous voler	Pas question ! Je ne supporte pas que les gens fassent des choses louches comme ça. Vous avez pu récupérer vos affaires ? Il a eu des ennuis ?
26157	Je vais gérer une petite équipe de développeurs de logiciels. Cela me rend un peu nerveux, mais je pense que je peux le faire	Vous avez réussi à obtenir une promotion, donc vous êtes manifestement talentueux. Je suis sûr que vous vous en sortirez très bien et que vous obtiendrez de nombreuses autres promotions.
26160	Je devais fermer ma maison ce week-end, mais les gens refusent de déménager !	Wow, c'est étrange, n'y a-t-il rien que vous puissiez faire ?
26165	J'ai engagé un consultant pour m'aider à tout faire	Assurez-vous que le consultant n'essaie pas de vous arnaquer non plus haha.
26172	Mon mari doit travailler toute la nuit. Il a commandé une pizza. J'aimerais avoir de la pizza en ce moment.	Mmm, ça a l'air bon. Qu'est-ce qui vous empêche de commander une pizza vous-même ? Pourquoi le laisser s'amuser tout seul ?
26175	Heureusement, oui ! Il a fallu plusieurs mois pour remplacer tout ce que je pouvais - mais même les choses, tant de choses que je ne pouvais tout simplement pas remplacer.	Oui, c'est horrible. Je suis désolé que cela vous soit arrivé.
26186	Notre petite chihuahua a été diagnostiquée avec une maladie auto-immune alors qu'elle n'était qu'un chiot.	Oh non ! Avez-vous pu le soigner avec des médicaments ou des traitements ?
26187	Oui, pendant environ 6 ans.  Puis elle a eu une pancréatite et ça s'est dégradé à partir de là.  Nous l'avons perdue en février.	Je suis vraiment désolée !  Je sais combien c'est dur de perdre un animal de compagnie !  J'espère que tu ne seras pas triste trop longtemps.  Il semble que vous ayez fait tout ce que vous pouviez pour lui donner une belle vie.
26189	Sans aucun doute, cela rend la vie tellement plus facile	Et c'est tout ce que vous avez à la fin !
26197	Oui ! C'est très vrai, sinon vous vous retrouvez avec un tas d'encombrement, et je n'aime pas l'encombrement	Quittez simplement la maison et demandez à quelqu'un de la mettre à la poubelle pour vous.
26199	Un de mes collègues de travail est décédé. Je ne veux pas retourner travailler.	Oh non. Je suis vraiment désolé d'entendre ça. Étiez-vous proche de ce collègue ?
26210	Oui, tout s'est bien passé à la fin. C'est bien.  Sans vous, qui sait ce qui aurait pu se passer. 	Vous devez être une personne très attentionnée.
26219	Je suis chargé de réserver des salles de réunion pour des entreprises extérieures à mon travail. La semaine dernière, j'ai fait une grosse erreur et j'ai accidentellement donné une salle gratuite à un groupe alors qu'il aurait dû payer 100 dollars.	Oh non ! J'espère que vous n'avez pas eu trop de problèmes en faisant cela !
26227	Mon chien de 10 ans est décédé récemment.	Je me sens vraiment mal que vous ayez à endurer cela. Ma copine et moi parlions justement de l'horreur qu'elle va ressentir lorsqu'elle perdra son bichon havanais dans un avenir lointain, puisqu'elle est si proche d'elle. J'espère que tu pourras faire le deuil de ta grande amie d'une manière saine.
26228	Merci beaucoup. Oui, c'est toujours très dur de perdre un animal dont on est si proche. Ma finacee me pousse à prendre un autre chiot pour aider à faire passer ce sentiment.	Je peux comprendre pourquoi ils disent ça. Ils veulent simplement que vous vous sentiez mieux. Mais tout dépend de ce que vous ressentez. Vous saurez dans vos tripes quand vous aurez un autre animal, si vous voulez en avoir un autre un jour. Il est important de prendre le temps de réfléchir à votre relation perdue.
26234	Elle était un peu triste et surprise, mais nous parlions de plan à trois depuis longtemps maintenant, alors elle a compris. Quoi qu'il en soit, je me suis senti très honteux le lendemain.	Je suis sûr qu'elle vous pardonnera.
26240	C'est vraiment le cas ! C'est le seul moment de la journée où nous avons la garantie de passer du temps ensemble, rien que nous.	Vous vous êtes déjà évanouis ensemble devant la télé ?
26242	8 mois - mais en le regardant, on pourrait penser qu'il a deux ans. Merci de demander !	Et depuis combien de temps êtes-vous mariés ?
26243	Je reviens de la promenade du chien, il était un ange parfait en laisse	Je ne pensais pas que c'était possible pour un chien en promenade ! Quel genre de chien avez-vous ?
26246	Les chats vous feront aimer les animaux !   Ils peuvent être si affectueux.	Je suppose que oui. Je n'ai jamais été attiré par eux. On dirait qu'ils n'ont qu'une seule personnalité, et qu'ils sont soit gentils soit méchants, et ne se rapprochent jamais de vous avec le temps. Donc, je me méfiais un peu de ça.
26247	J'ai gagné beaucoup d'argent avec mon hobby ces derniers temps. Je pense que ce truc pourrait décoller et que je pourrais quitter mon travail de jour... Je n'avais aucune idée que ça arriverait, ou que les gens apprécieraient assez mon travail pour le faire.	Quel genre de passe-temps avez-vous ?
26268	Elle l'aurait été, mais quelqu'un a fait une offre avant nous et elle a fini par être vendue. Ma femme était si triste.	C'est pas bon ! J'espère que vous en trouverez un meilleur.
26271	J'étais dans une auberge de jeunesse et j'ai oublié de fermer mon sac à dos. Je me suis réveillé le lendemain avec de l'argent en moins.	Non, vous l'avez signalé à l'hôpital.
26278	Je vais avoir un master en éducation. Oui, j'ai l'impression que les vacances d'été ont été bonnes mais il est temps de s'y remettre.	Je parie que c'est beaucoup de travail !  Vous enseignez déjà ?
26297	Mon fils était assez lent pour commencer à parler.	Vous lui avez trouvé un professeur ?
26299	J'ai été surpris quand Trump a gagné l'élection.	Et vous ? Je pensais que je rêvais
26302	Non, ce n'est pas le cas. Le projet ne progresse pas comme prévu, principalement parce qu'il est un mauvais gestionnaire. Il essaie de trouver des excuses.	C'est terrible, y a-t-il quelqu'un au-dessus de lui que vous pouvez aller voir ?
26303	C'est bientôt l'heure de la NFL !	Allez-vous regarder ?
26316	Je suis rentré chez moi et ma porte arrière a été enfoncée. 	Désolé d'entendre ça. Pensez-vous que c'était un intrus ou juste un farceur ?
26341	Un collègue assis à côté de moi fait du bruit avec son stylo toute la journée. Il me dérange dans mon travail.	Ça doit être ennuyeux ! Avez-vous essayé de lui dire d'arrêter ?
26345	La nuit dernière a été un moment incroyablement bas dans ma vie. J'ai fait les poubelles pour trouver de la nourriture à mon Burger King local.	Je suis désolé d'entendre ça, qu'est-ce qui vous a mené à ça ?
26349	Il y a un tas de crimes près de chez moi en ce moment, j'espère que la police pourra s'en occuper	Pareil ici. Vivez-vous dans une rue où la criminalité est normale ?
26354	Raconte-moi ça, rien de tel que d'entendre quelqu'un te dire que tu t'es mis à nu et que tu as sauté dans la piscine alors que tout le monde était encore là. 	Si vous n'avez jamais été ivre mort et que vous ne vous êtes jamais déshabillé, vous n'avez pas vécu.
26362	Nous espérons trop tôt !	J'espère que tout se passera bien pour vous !
26363	Je tiens beaucoup à ma petite amie, nous sommes très proches	Aww, depuis combien de temps êtes-vous ensemble ?
26368	Je suis d'accord, je voulais aller dans une école plus prestigieuse mais ils ne m'ont pas donné de bourse alors j'ai décidé de ne pas accepter leur offre.	Parfois, il faut faire des compromis. Mais je dois dire que je suis impressionné par le fait que vous ayez été aussi conscient de l'ensemble du processus, surtout en tant que nouvel adulte. C'est bien pour vous d'avoir considéré toutes les options et d'avoir fait le choix qui vous semblait le meilleur. On dirait que tu vas réussir après l'université, surtout parce que tu es très travailleuse.
26370	Oui, je suis le genre de personne à être stressée et à ne plus pouvoir travailler dans un environnement trop encombré ou sale. Cela commence à me rendre claustrophobe. J'ai un bon gène je suppose, car le nettoyage me détend, alors que pour d'autres c'est comme une corvée.	Je comprends tout à fait ça. C'est une bonne qualité à avoir et c'est même plus sain à long terme si vous gardez votre environnement propre.
26373	Je déteste les parents qui censurent chaque émission de télévision, film, jeu vidéo ou chanson à la radio. 	"Bien sûr, c'est une chose de laisser un enfant de 5 ans regarder le ""Silence des agneaux"", mais pensez-vous vraiment élever le prochain Einstein en l'aveuglant sur le monde réel ? Je suis d'accord, de tels parents hélicoptères exercent un contrôle beaucoup trop important sur leurs enfants, faisant plus de mal que de bien à long terme."
26374	Oui, je suis heureux que tu le voies de cette façon.  C'est pourquoi je pense que malgré tous les défauts que les Millenials ont, nous allons probablement être la meilleure génération de parents de l'histoire lol	Je suis tout à fait d'accord. Malheureusement, nous devons aussi nettoyer les dégâts causés par la génération de nos parents... vous savez, comme le changement climatique existe !
26381	Je n'aime pas les vendeurs arnaqueurs, rien de bon n'en ressort	Je suis d'accord, avez-vous été récemment berné par l'un d'eux ?
26388	C'est une petite entreprise et les autres personnes de mon département ne travaillent qu'à temps partiel.	Oh wow, vous devez avoir beaucoup de responsabilités là-bas !
26390	Je le suis ! C'est un caniche toy et il a une personnalité adorable.	Awww... Depuis combien de temps l'avez-vous ?
26391	J'ai récemment suivi un programme de perte de poids.  J'ai très bien réussi.  J'ai perdu 10 kg !	Je suis heureux pour vous. Continuez comme ça.
26395	Ma mère a dit qu'elle irait chez le médecin la prochaine fois qu'elle recommencera à ressentir des palpitations cardiaques bizarres. Je suis à des milliers de kilomètres d'elle, donc je ne peux pas la forcer à y aller. Mais je suis inquiet pour elle, car elle a toujours évité le médecin et a toujours été en mauvaise santé. J'espère qu'elle fera le bon choix	Je l'espère aussi. Les problèmes cardiaques peuvent être effrayants ! Avez-vous quelqu'un plus proche d'elle qui pourrait vérifier ?
26398	Je suis surtout un peu frustré qu'elle ait autant d'argent à dépenser pour ces concerts ! Et pour voyager à travers tout le pays !	Ouais, je peux comprendre ça. Parfois, quand on n'est pas en mesure de s'amuser parce qu'on est occupé par des responsabilités, il est facile de s'en prendre aux autres. Tout ce que vous pouvez faire pour tourner cela de manière positive, je vous le suggère. Être négatif à ce sujet ne fera qu'empirer la vie de chacun.
26400	Pas mérité, mais je suis le seul à le penser.	Je vois, mais ne vous inquiétez pas. De nos jours, tout le monde trouve une excuse pour prendre sa fourche et la pointer sur quelqu'un.
26403	Je suis en couple à distance avec ma petite amie depuis environ 6 ans, principalement parce que je suis à l'université depuis un certain temps. Mais j'obtiendrai mon diplôme au printemps et je vais la demander en mariage après la cérémonie. Elle a été patiente pendant tout ce temps, et j'espère que ça va finir par payer.	Elle semble être une fille formidable. Je suis sûr que vous aurez l'air d'un couple heureux.
26404	Je l'espère. Je lui dois beaucoup. Elle m'a motivé à me bouger les fesses, à faire quelque chose de ma vie et à aller à l'école. Avant elle, j'étais juste un homme-enfant improductif, jouant à des jeux chez mes parents. Maintenant, j'ai déménagé, je travaille à temps partiel tout en allant à l'école... Il est temps de lui rendre la monnaie de sa pièce.	Vous avez l'air d'un homme/femme authentique. Vous savez ce qui est important, vous allez vous en sortir.
