Question	Reponse	Catégorie	Type	Source	FR?
Mon colocataire fait toujours pipi sur le siège des toilettes.	ugh. Les gens comme ça sont dégoûtants.				
Je sais, n'est-ce pas ? Au moins nettoyez-le si vous ratez la marque. Ça m'énerve tellement.	Je sais. Certaines personnes sont trop paresseuses.				
J'ai gagné assez d'argent dernièrement pour me sentir à l'aise et prête à tout affronter !	Wow, je t'envie. Ça a l'air d'être un sentiment merveilleux !				
Tu y arriveras aussi ! Je sais juste que mon avenir sera rempli de bonnes choses.	Merci ! J'espère ressentir ce contentement un jour !				
Mon mari et moi regardons la télévision ensemble chaque soir, une fois que le bébé est endormi, bien sûr.	Ça semble être un bon moment de détente.				
C'est vraiment le cas ! C'est le seul moment de la journée où nous avons la garantie de passer du temps ensemble, rien que nous.	Vous vous êtes déjà évanouis ensemble devant la télé ?				
Pas encore - mais je suis sûre que ça arrivera un jour ou l'autre !	Quel âge a votre bébé ?				
8 mois - mais en le regardant, on pourrait penser qu'il a deux ans. Merci de demander !	Et depuis combien de temps êtes-vous mariés ?				
Je reviens de la promenade du chien, il était un ange parfait en laisse	Je ne pensais pas que c'était possible pour un chien en promenade ! Quel genre de chien avez-vous ?				
Moitié bulldog et moitié berger allemand. C'est juste un chiot. C'est pourquoi une bonne promenade est si relaxante. D'habitude, il est un peu préoccupé.	C'est un sacré mélange ! C'est quoi son nom ?				
J'aime avoir mon chaton qui se blottit contre moi.  Je me sens tellement aimé !	C'est drôle que tu dises ça... ma colocataire vient d'avoir un chat il y a un mois. J'ai hésité à accepter de partager l'appartement avec lui, car je ne les aime pas beaucoup. Mais je ne voulais pas dire non. C'est en fait un chat très affectueux jusqu'à présent.				
Les chats vous feront aimer les animaux !   Ils peuvent être si affectueux.	Je suppose que oui. Je n'ai jamais été attiré par eux. On dirait qu'ils n'ont qu'une seule personnalité, et qu'ils sont soit gentils soit méchants, et ne se rapprochent jamais de vous avec le temps. Donc, je me méfiais un peu de ça.				
J'ai gagné beaucoup d'argent avec mon hobby ces derniers temps. Je pense que ce truc pourrait décoller et que je pourrais quitter mon travail de jour... Je n'avais aucune idée que ça arriverait, ou que les gens apprécieraient assez mon travail pour le faire.	Quel genre de passe-temps avez-vous ?				
Donc, je fabrique des bateaux. Cela prend un peu de temps, mais j'ai toujours aimé travailler le bois, et mon père était marin, donc j'ai été entouré de bateaux toute ma vie. J'ai décidé de combiner les deux. Je me suis dit que si je les fabriquais, je pourrais tout aussi bien les vendre, puisque je n'en ai qu'une utilité limitée. Et bien... c'est devenu une sacrée machine à gagner de l'argent.	C'est génial !  Quel genre de bateaux fais-tu ?				
J'ai promené mon chien dehors, et elle a quand même fait caca dans la maison ! Ugh.	Je connais ça.  C'est frustrant.				
Oui... Même si je l'emmène dehors, 10 minutes plus tard, elle fera caca ou pipi dans la maison. Pourquoi ?	Je me demande la même chose.  Parfois, je pense qu'ils sont en colère contre quelque chose que nous faisons.				
Je suis impressionné quand les gens changent leur vie pour le mieux	Moi aussi ! J'ai aidé un gars avec son dossier d'immigration et je l'ai sauvé de l'expulsion. Il a fini par devenir pasteur.				
C'est incroyable et inspirant !	Il le méritait. Il s'est battu pour sa vie.				
Un homme a giflé sa femme aujourd'hui au magasin, je ne l'ai pas pris trop gentiment	Cela ressemble à une scène horrible... quelqu'un est-il intervenu ?				
Je l'ai fait, je lui ai donné un coup de tête dans le nez pour lui faire goûter son médicament. 	Pour de vrai ? Haha, bon travail !				
Avant, je n'avais aucun but dans ma vie, j'étais un vrai loser.... maintenant j'ai pris les rênes et je contrôle tout. C'est incroyable tout le chemin que j'ai parcouru. 	C'est génial ! Je suis heureuse pour toi !				
Merci.  Tant de gens râlent et se plaignent de la difficulté de leur vie... mais peu font quelque chose pour y remédier. Je suis content d'être sorti de cette phase	Je suis tout à fait d'accord, il faut être fort pour admettre qu'on est comme ça.				
Mon ami a des problèmes. Je ne sais pas quoi faire pour l'aider.	Quel genre de problème a-t-il en ce moment ?				
Un problème de drogue. Ça dure depuis des années.	Oh non. Ce n'est pas bon ! C'est difficile de rester assis et de regarder quelqu'un avoir un problème de drogue.				
Le père de mon amie est décédé, c'était dur pour elle et le reste de sa famille. J'ai fini par mettre en place un de ces trains alimentaires pour les aider	Bon travail. Ça peut être vraiment dur de passer par là.				
Oui, c'est sûr. C'était dur pour eux. Tu es un bon ami. 	J'aimerais avoir plus d'amis comme toi.				
J'ai dû annuler avec un ami ce soir. Je me sentais mal à cause de ça mais j'étais si fatiguée. 	Ils comprendront.				
Je l'espère	Mieux vaut se reposer pour pouvoir faire tout ce que tu veux demain !				
J'ai l'impression que l'approfondissement de ma relation avec Dieu est la chose la plus importante dans ma vie	Je pense que c'est une belle chose.				
C'est comme si je ne réglais pas ça, je ne pourrai pas vivre une vie épanouie. 	Si c'est important, tu le découvriras.				
c'est un grand honneur de vivre aux USA	Oui, j'aime être ici. C'est le meilleur pays du monde.				
Sans aucun doute, ceux qui n'aiment pas ça peuvent aller se faire voir. 	C'est ce que je pense. J'aime mon pays.				
Ma femme et moi avons trouvé la maison parfaite à vendre et nous sommes impatients de faire une offre.	C'est excitant ! Ce sera votre première maison ?				
Elle l'aurait été, mais quelqu'un a fait une offre avant nous et elle a fini par être vendue. Ma femme était si triste.	C'est pas bon ! J'espère que vous en trouverez un meilleur.				
Je suis tellement énervée que ma soeur peut rester dehors aussi tard qu'elle le veut mais je dois être à l'intérieur à 8 heures du soir, ce n'est pas juste.	Quel age as-tu?				
Est-ce que ça compte vraiment ? Je veux dire, j'ai l'impression qu'ils ont toujours eu des préférences.	Je plaisantais. Je n'ai pas de couvre-feu depuis que j'ai 17 ans. Je suis fille unique donc je ne connais pas grand chose aux favoris.				
J'étais dans une auberge de jeunesse et j'ai oublié de fermer mon sac à dos. Je me suis réveillé le lendemain avec de l'argent en moins.	Non, vous l'avez signalé à l'hôpital.				
L'auberge. Ils ne sont pas responsables des objets perdus.	Ce n'est pas correct, je ferais appel à un supérieur.				
J'ai laissé mon ami garder mon chien le week-end dernier.	Tu dois vraiment faire confiance à ton ami ! Comment ça s'est passé ?				
C'était bien, il (le chien) semblait vraiment heureux quand je suis rentré. Il a dit qu'il a laissé mon chien sortir un tas de fois et l'a même emmené au parc !	C'est bien d'entendre que ça s'est bien passé. Tu penses que tu laisseras ton ami le garder à nouveau ?				
Une fois, j'ai failli ruiner la présentation de la thèse de mon mari, quelque chose qu'il devait réussir pour obtenir son diplôme.	Oh non, qu'est-ce que tu as fait ?				
J'ai commencé à tousser - méchamment. Lui et tous les autres se sont arrêtés pour me regarder et s'assurer que j'allais bien. Il était si distrait après ça !	Ne t'inquiète pas, d'après ce que tu as dit, tu n'as pas l'air d'avoir tout gâché. Ce n'était pas quelque chose de volontaire en tout cas.				
J'ai vraiment hâte de commencer mon nouveau semestre la semaine prochaine.	Tu veux reprendre l'école ?  Qu'est-ce que tu veux faire ?				
Je vais avoir un master en éducation. Oui, j'ai l'impression que les vacances d'été ont été bonnes mais il est temps de s'y remettre.	Je parie que c'est beaucoup de travail !  Vous enseignez déjà ?				
Mes chiens sont comme mes enfants pour moi et je ne supporte pas qu'ils soient dehors trop longtemps !	Oh oui ! Je connais votre sentiment. Je vois aussi mon chien comme un enfant.				
C'est bizarre l'amour qu'on peut avoir pour quelque chose qui ne peut même pas nous parler et qui n'est pas de la même espèce, mais j'aime tellement mes chiens.	C'est vrai ! C'est comme une sorte de lien spirituel, je pense. C'est un amour merveilleux à avoir !				
Quand j'ai appris que mon frère déménageait quand j'étais plus jeune, ça m'a vraiment fait mal. Il allait me manquer. 	C'est touchant, comment c'est aujourd'hui ?				
Nous vivons plus près maintenant, mais j'ai détesté quand il a déménagé	Exact, le changement est souvent difficile.				
Quand je ne peux pas faire de pause dans la journée, je me sens étouffée	Oui, c'est une bonne idée de prendre du temps pour soi quand on le peut.				
C'est vrai, c'est comme si je ne pouvais pas me concentrer ou me relaxer.	Je pense que se relaxer est très important.				
Ma copine aime sortir avec ses amies pour une soirée entre filles une fois par mois. Ça ne me dérange pas car je sais qu'elle ne fera rien de stupide.	Ouais, je ne vois aucun mal à ça.				
Certaines personnes sont vraiment jalouses mais je n'ai aucune raison de l'être.	Oui, je sais, je ne comprends pas pourquoi les gens sont comme ça.				
J'ai eu un entretien la semaine dernière ! Je pense que j'ai eu une promotion au travail	Ce serait génial. Bonne chance.				
Ouais, je suis vraiment excité pour les résultats1	J'espère vraiment que tu l'auras. Reste confiant.				
On a fait une offre sur une maison que je veux vraiment.	Félicitations ! Je suis très heureux de l'apprendre. Tu dois être très excité !				
Oui, je pense qu'il y a de grandes chances qu'ils acceptent notre offre de 27 millions !	Holy moly ravioli. 27 millions ? Tu roules sur l'argent.				
Je m'attendais à une fête d'anniversaire surprise aujourd'hui.	Lol, ça a beaucoup de sens ?				
Oui, j'ai eu quelques indices. Mes attentes se sont en quelque sorte réalisées ; l'ami de mon frère a célébré non seulement mon anniversaire, mais aussi deux autres anniversaires aujourd'hui. C'était merveilleux !	Eh bien, ça a l'air amusant !				
Mon ami ne se sent pas très bien ces derniers temps.	C'est dommage. Qu'est-ce qui ne va pas chez lui ?				
Son coeur a battu très vite ces derniers temps.	Ça ne semble pas bon du tout. Quelqu'un l'a emmené pour le faire vérifier ?				
La nuit dernière a été un point bas dans ma vie. J'ai commandé 12 Big Mac's au drive-in de McDonalds.	Les Big Mac sont le paradis dans ta bouche.				
Ils le sont, mais je me sentais si honteuse. Pas parce que j'ai trop mangé, mais parce que je n'ai pas commandé assez.	Je veux dire que tu peux toujours y retourner pour en avoir plus après ça. N'abandonne pas, mon frère.				
Mon fils était assez lent pour commencer à parler.	Vous lui avez trouvé un professeur ?				
Je l'ai emmené se faire évaluer et nous attendons qu'une place se libère à l'école. Je me suis entraîné à la maison avec lui sans arrêt et maintenant il ne veut plus se taire. Je suis si fière de lui	Je serais fière de lui aussi.				
J'ai été surpris quand Trump a gagné l'élection.	Et vous ? Je pensais que je rêvais				
Oui, grosse contrariété.	Eh bien, pas besoin de pleurer sur le lait versé, je dis.				
Cette semaine, mon responsable m'a fait de mauvais commentaires sur mes performances professionnelles. Je me suis sentie mal.	ce n'est pas bon, étaient-ils vrais ?				
Non, ce n'est pas le cas. Le projet ne progresse pas comme prévu, principalement parce qu'il est un mauvais gestionnaire. Il essaie de trouver des excuses.	C'est terrible, y a-t-il quelqu'un au-dessus de lui que vous pouvez aller voir ?				
C'est bientôt l'heure de la NFL !	Allez-vous regarder ?				
Oh oui, j'adore le football, et vous ?	Non, je ne suis pas un grand fan. Quelle équipe aimes-tu ?				
Quand j'étais à l'école primaire, j'enviais les enfants qui étaient populaires !	Oui, en tant qu'enfant, c'est difficile de voir les autres enfants avec un tas d'amis quand on n'en a pas autant.				
Ouais, j'ai juste eu du mal à me socialiser, c'est tout. 	J'espère que tu as surmonté ce problème et que tu t'es fait beaucoup d'amis.				
La semaine dernière, alors que ma femme était sortie dîner dans un restaurant, je me suis levé pour aller aux toilettes et je suis passé devant la cuisine. J'ai vu un cuisinier ramasser un morceau de poulet sur le sol et le remettre dans l'assiette de quelqu'un.	Il a été pris la main dans le sac !				
Nous avons quitté le restaurant, mais pas après avoir informé le gérant, très bruyamment, de l'incident.	Ouais, je me demande à quoi ressemblent leurs salles de bains si c'est ça leur service.				
Mon frère a été blessé l'autre jour et je me suis sentie si mal.	Comment s'est-il blessé ?				
Il est tombé et s'est ouvert la tête. Ma vie a en quelque sorte changé. J'ai ressenti tellement d'affection pour lui.	Ça m'est arrivé il y a quelques semaines. J'étais sévèrement déshydratée et je me suis évanouie. J'ai heurté le sol de plein fouet.				
