	Question	Reponse
21549	Hier, en nettoyant les armoires, j'ai fait tomber une tasse à thé antique qui s'est brisée.	Oh non. C'était quelque chose qui était dans la famille ou c'est quelque chose que tu as acheté. Dans tous les cas, je suis désolée d'entendre ça.
21550	C'était celui de ma grand-mère, alors j'en étais très triste. Merci.	Je suis désolé de chauffer ça. C'est quelque chose qui ne peut pas être remplacé.
21551	J'ai deux oncles et ils sont tous deux morts à moins de 3 mois d'intervalle.	C'est très triste, je suis désolée. J'ai aussi eu des membres de ma famille qui sont décédés et ce n'est jamais facile.
21552	Merci ! Je me suis sentie mal pour ma grand-mère car ce sont ses deux fils uniques.	Cette pauvre femme. Espérons qu'elle va s'en sortir.
21553	Je suis allée dans un parc d'attractions récemment et je suis montée dans ces montagnes russes.	Vraiment ! Tu t'es amusé ?
21554	Pas vraiment. :( Il ne semblait pas très sûr... c'était un très vieux modèle en bois, branlant, qui semblait sur le point de s'effondrer.	Oh non ! Cela semble effrayant. Certaines montagnes russes peuvent être très bien construites alors que d'autres sont très sommaires.
21555	J'ai reçu tous les vaccins dont j'avais besoin pour un voyage en Asie. Ils couvrent tout et maintenant je me sens totalement prête à partir !	Cool, y a-t-il un pays en particulier que tu vas visiter ?
21556	Je pars d'abord en Inde, mais après ce sera tous les pays d'Asie du Sud-Est. Ils ont tous les mêmes maladies - le tétanos, l'hépatite et la rage semblent être les plus importantes.	Tu n'étais pas du tout nerveuse à propos des vaccins ? Les aiguilles me donnent la nausée. Je me suis évanouie plusieurs fois en donnant du sang et en recevant des vaccins.
21557	J'ai regardé le film Ponyo avec mes enfants hier soir. C'était assez sain, mignon et nous avons tous aimé !	Je n'en ai jamais entendu parler - de quoi s'agit-il ?
21558	C'est l'histoire d'un enfant qui trouve un poisson magique et doit l'aimer et le protéger.	Trop mignon ! Je peux m'identifier à cela à un niveau fondamental.
21559	Ce printemps, j'ai pu aller rendre visite à mon père que je n'ai pas vu depuis dix ans !	Cela semble génial ! Tu as eu une bonne visite ? J'espère que ce n'était pas gênant.
21560	Nous avons fait du camping et de la pêche et nous avons vraiment passé un bon moment à rattraper le temps perdu. Nous n'avons pas manqué un seul moment.	Très cool. Mon propre père est décédé il y a quelques années. Cela me manque de faire des choses avec lui.
21561	Aww, je suis vraiment désolée d'entendre ça.	Merci. J'aurais juste aimé que nous prenions plus de temps à passer ensemble pendant ses dernières années.
21562	Il n'y a pas longtemps, j'ai rencontré une femme et je me suis senti totalement en phase avec elle, dès le début. Nous avons commencé à sortir ensemble et les choses se passaient très bien.	C'est génial quand ce genre de chose arrive. Vous êtes ensemble maintenant ?
21563	Non. Les choses se sont incroyablement bien passées pendant environ un mois, puis elle a rompu brusquement. Totalement inattendu.	Aww mec. Sois reconnaissant que ce soit arrivé plus tôt que prévu.
21564	J'ai vécu la fin d'une relation de 20 ans. Comparée à cela, celle-ci a été facile.	Mon frère vient de vivre la même chose récemment. Il est tellement plus heureux sans cette fille avec qui il sortait. Elle était énorme !
21565	Espérons qu'il trouvera la bonne personne pour lui.	Je pense qu'il l'a déjà fait. lol
21566	Quand j'étais petit, j'avais un chien chez mon grand-père. Il l'a donné parce qu'il ne voulait pas chasser.	Comment t'es-tu sentie quand il l'a donné ?
21567	J'étais très bouleversée. Je n'avais que neuf ans à l'époque alors je l'ai vraiment mal pris.	Oui, je l'aurais été aussi. En tant qu'enfant de neuf ans, c'est difficile à gérer.
21568	Je viens d'essayer un nouveau restaurant dont tout le monde a parlé ?	L'as-tu fait ? C'était bien ?
21569	C'était mieux que ce que je pensais. J'ai été agréablement surprise.	C'est génial. Je vais peut-être devoir l'essayer.
21570	Hier, j'ai fait un nettoyage de printemps de toute ma maison. Puis je me suis assise et j'ai apprécié un livre.	C'est une grande réussite ! Quel livre as-tu décidé de lire ?
21571	Merci ! C'était un roman de plage d'été, donc c'était une lecture facile.	Neat ! J'essaie de trouver de si bons livres pour commencer à lire.
21572	J'étais à l'aéroport et quelqu'un m'a coupé la file d'attente. C'était ridicule.	Oh, non ! Ça pue !
21573	Ouais ! Haha, ils se sont seulement économisés environ 20 secondes.	Haha ! C'est bien que tu aies pu voir la vue d'ensemble dans une situation stressante.
21574	Nous avons vraiment eu du mal avec l'apprentissage de la propreté de mon fils.	Je comprends, j'ai moi-même un fils. Tu dois juste être patiente et continuer à essayer.
21575	Merci, nous le sommes.  Il est finalement allé aux toilettes tout seul la nuit dernière, cependant !	C'est génial. Je suis fier de lui
21576	J'étais sur le chemin du travail et j'ai rencontré un inconnu qui m'a proposé de me conduire au travail.	C'était sympa.  Est-ce que tu marches normalement ?
21577	Non, je ne marche pas habituellement, mais ce jour-là, ma voiture était au garage.	Es-tu restée en contact avec la personne qui t'a emmenée ?
21578	J'ai payé toutes mes factures aujourd'hui, je me sens tellement soulagée et bien.	Chaque petit accomplissement compte ! Quelles factures as-tu dû payer ?
21579	Le loyer et l'électricité. Nous avons eu des difficultés financières alors c'est un tel soulagement de payer les factures.	Désolé d'entendre ça. Au moins, ce sera un poids en moins sur tes épaules.
21580	J'ai étudié très dur pour mon examen du barreau afin de pouvoir devenir avocate. Je me suis préparée pendant presque 3 mois d'affilée !	wow, tu es si déterminée ! As-tu réussi ton examen ?
21581	J'ai réussi ! Les 3 mois ont été difficiles, mais une fois que j'y suis arrivée, j'ai senti que j'étais prête.	Youpi ! Félicitations ! C'est vraiment génial. Tu dois être fière de toi.
21582	Je suis allée au magasin il y a environ deux semaines et je ne savais pas que ma chemise était à l'envers et à la renverse jusqu'à ce que la caissière me le dise.	J'aurais pu prendre ma journée, mais j'y suis allée quand même.
21583	Était-ce une bonne décision ?	Oui, c'était
21584	Tricher à quoi que ce soit n'est pas ma tasse de thé.	Je suis d'accord, tricher n'est pas gratifiant.
21585	Ne fais rien pendant la journée avec lequel tu ne pourras pas dormir la nuit.	Je suis d'accord avec cela à cent pour cent.
21586	Mon fils commence l'école secondaire cette année. J'ai l'impression que c'était hier encore, qu'il était un bambin à l'école maternelle.	Le temps passe vite. Est-ce que cela te rend triste ?
21587	Je ne suis pas vraiment triste, mais plutôt pensive. Je suis très fière de ce qu'il a accompli à l'école et de la façon dont il a pris en charge cet aspect de sa vie.	C'est agréable de réfléchir aux réalisations de nos proches.
21588	J'ai trébuché et suis tombé devant des gens.	Aïe ! C'était une chute grave ?
21589	Non, seule ma fierté a été blessée.	C'est un rétablissement relativement rapide, heureusement.
21590	Je fais un régime depuis deux mois, et jusqu'à présent, j'ai perdu environ 30 kilos !	Wow ! C'est incroyable ! Tu dois être fière ! Quel est ton secret ?
21591	J'ai supprimé les sucres raffinés et je fais du vélo d'appartement pendant 45 minutes tous les jours, et je fais des promenades tous les soirs avec ma femme.	Tu es tellement inspirante ! Tant mieux pour toi !
21592	Je faisais du baby-sitting pour ma fille et elle n'est pas revenue avant 1 heure du matin !	Whoa, c'est sacrément tard ! Lui as-tu demandé pourquoi elle est restée dehors si longtemps ?
21593	Je l'ai fait et elle n'avait pas vraiment de bonne excuse. Elle a juste été inconsidérée.	C'est frustrant. Espérons que la prochaine fois, elle réfléchira davantage à la façon dont ses actions t'affectent.
21594	Mon anniversaire arrive plus tard cette semaine. Je suis tellement excitée !	Eh bien, joyeux anniversaire anticipé !  J'espère que tu en profiteras, quand il arrivera.
21595	Merci beaucoup ! J'ai hâte d'avoir un gâteau spécial.	Un gâteau spécial semble merveilleux, et tu es la bienvenue.
21596	Je suis ravie que la saison de football arrive à grands pas.	Moi aussi ! Tu as une équipe préférée ?
21597	Moi oui, les Dallas Cowboys.  Tu as une équipe préférée ?	Oui, c'est aussi mon équipe préférée ! Yay !
21598	J'ai un ami que je ne laisserai plus jamais me conduire nulle part.	Oh non ! Que s'est-il passé ?
21599	Ils se faufilaient dans la circulation tout en envoyant des SMS sur leur téléphone portable et en jouant avec la radio en même temps. Je voulais sortir de cette voiture !	Je sais ce que ça fait, et toute personne qui ne tient pas compte de la sécurité des autres n'est pas une grande personne.
21600	Je sais. C'est une bonne chose qu'ils n'aient pas eu une télé dans la voiture aussi. Je serais probablement morte.	Parle plus fort la prochaine fois !
21601	Je viens de faire un énorme déménagement à l'autre bout du pays, et je ne sais pas si c'était le bon choix.	C'est effrayant. Je suis passée par là. Donne-lui juste le temps de se sentir bien. Ton foyer est là où tu veux qu'il soit.
21602	C'est un excellent conseil, l'état d'esprit est si important.	Merci, c'est tellement vrai. J'ai beaucoup déménagé.
21603	Moi aussi, Brat militaire !	Yep ! Papa était dans l'armée.
21604	La marine ici, je ne dirais pas que c'était toujours amusant, mais j'ai vu beaucoup d'endroits sympas. Passe une bonne journée !	Toi aussi !
21605	J'ai trouvé quelque chose de caché dans mon armoire qui m'a étouffé et rendu triste.	Oh non ! Qu'est-ce que c'était ?
21606	C'était une note écrite à la main par ma mère décédée. Je ne l'avais jamais lu ou vu auparavant.	Wow, cela a dû être très choquant. Au moins, tu peux le garder pour te souvenir d'elle.
21607	J'ai récemment déterré un collier que ma grand-mère m'a offert quand j'étais jeune pour un anniversaire. Je ne l'avais pas vu depuis des années.	Oh mon Dieu... cela a dû être très triste. Je ne peux même pas imaginer ce que tu as dû ressentir.
21608	Oui, elle est décédée il y a plus de cinq ans et j'avais complètement oublié. Mais ça m'a rappelé tellement de souvenirs !	Je suis vraiment désolée ! Mais je suis vraiment contente que tu aies ces souvenirs agréables et le mémento à conserver pour que tu puisses te souvenir d'elle avec tendresse.
21609	Le petit ami de ma fille s'est soûlé et a attaqué mon mari.	Mon Dieu, je me sens très mal
21610	C'était affreux. Nous avons dû appeler la police. Il était fou !	wow j'espère que tout s'arrangera bientôt
21611	Je souhaite vraiment que ma famille ne l'apprenne pas	Quoi ? Tu penses que tu pourrais avoir des problèmes ?
21612	Oui, je volais des sous-vêtements	Pourquoi diable as-tu fait ça ? J'espère qu'ils ne le découvriront jamais...
21613	Les canards qui visitent mon jardin ont eu des bébés ! Ils sont si doux et si duveteux.	Les canards sont vraiment mignons, surtout les bébés.
21614	Oui, ils le sont. Je leur ai laissé de la nourriture supplémentaire pour les aider à nourrir leurs petits.	C'est très gentil de ta part. Le seul inconvénient auquel je pense, c'est qu'ils font beaucoup de caca.
21615	Mon ami m'a invité à partager Thanksgiving avec lui et sa famille il y a quelque temps.	Cela semble charmant !
21616	Oui, c'était très cool et j'ai pu me familiariser avec leur cuisine. J'ai adoré cette soirée.	Quel merveilleux moment pour toi et ton amie !
21617	J'ai vu une offre incroyable pour une voiture sur Craigslist ! Je ne pouvais penser à rien avant d'avoir eu la chance de la voir !	C'est cool, à quoi servait le marché ?
21618	C'était une Chrysler 200 de 2014, elle n'avait que 59000 miles au compteur. Je crois que c'était pour 4300 $.	Wow, ça a l'air d'être une très bonne affaire. On se demande pourquoi c'est si peu cher.
21619	Ce week-end, je vais à un concert de l'un de mes groupes préférés !	Neat ! Quel est le type de musique pour le concert ?
21620	Hard Rock. C'est le groupe Breaking Benjamin, que j'aime depuis que je suis enfant et que j'ai toujours voulu voir en concert.	Intéressant ! Je n'ai jamais entendu leur musique avant !
21621	Je suis sorti avec des amis il y a quelques week-ends et nous avons rencontré un groupe de filles. L'une d'elles m'a demandé mon numéro mais je lui ai dit que j'avais une petite amie et que je ne le donnais pas.	Il faut prendre le risque pour le biscuit
21622	Haha, je ne pense pas que je pourrais faire ça à ma copine.  Je l'aime trop pour une nana au hasard.	Je te comprends, mais parfois la tentation est bonne, cela fait pomper le cœur.
21623	C'est génial de visiter un endroit ancien	En as-tu visité un récemment ?
21624	Oui, cela me rappelle des souvenirs que j'avais oubliés	Où es-tu allée ?
21625	J'allais enfin pouvoir voir des dauphins de près.	Tu as réussi à le faire ? Que s'est-il passé ?
21626	Je suis allée à Sea World pour la toute première fois. Nous avons pu nourrir les dauphins.	Je n'y suis jamais allée ! Ça a l'air amusant, mais je ne soutiens pas Sea World et la façon dont ils traitent leurs animaux.
