Question	Reponse
Tu veux goûter au gigot d'agneau ?	Je préfère manger un steak.
Tu as besoin de beaucoup d'espace ?	Juste assez pour contenir un lit et quelques articles.
As-tu acheté la victorienne de 2 étages	Pour un vol d'une affaire !
Est-ce que c'est très fatigant ?	Je suis souvent épuisée.
Où travailles-tu ?	Je dirige ma propre entreprise.
Tu as déjà mangé du pho ?	Je suis assez pointilleuse sur les aliments asiatiques que je mange.
Devras-tu effectuer des tâches physiques ?	Non, la plupart du travail est mental.
Tu t'es déjà mariée ?	Je suis deux fois divorcée.
Tu vis toujours dans la même maison ?	J'ai déménagé
As-tu assisté à un concert en direct ?	Je n'aime pas les foules et la musique forte.
Tu penses que tu pourrais avoir envie d'aller camper ce week-end ?	C'est le plan.
Peux-tu boire ?	Je suis sobre depuis deux mois.
Vas-tu aller à des concerts cette année ?	J'ai des billets pour plusieurs choses.
Tu es intéressé par la pêche ce week-end ?	Tant qu'il n'y a pas trop de moiteur.
Tu aimes les fruits de mer ?	Je commande toujours des gâteaux de crabe.
Tu as un groupe préféré ?	J'aime les Rolling Stones.
As-tu eu des idées sur les choses que tu aimerais faire ?	J'en ai quelques-uns.
Est-ce que je te verrai demain ?	Je ne travaille pas ce week-end.
Tu n'aimes pas la culture de l'entreprise ?	C'est un environnement de travail hostile.
Est-ce que c'est cher ?	Comme tu ne le croirais pas !
Tu as un musicien préféré ?	Je suis une grande fan de David Bowie.
As-tu parlé à tes collègues ?	Je me sens isolée au travail.
Tu aimerais aller manger de la nourriture italienne ?	J'aimerais beaucoup
Tu veux aller voir de la musique en direct ?	Cela dépend de l'identité du groupe.
As-tu joué de la guitare ?	J'ai essayé dans le passé.
Es-tu le premier propriétaire de cette maison ?	Il vient d'être terminé la semaine dernière.
Tu étais présent au récent festival de musique ?	Je n'ai pas eu de billet
Tu loues ton appartement ?	Je le possède.
On peut se réunir et rattraper le temps perdu ?	Je peux être libre pour le dîner.
Comment s'est passée ta journée ?	C'était épuisant.
Viens-tu d'un endroit proche de celui où tu vis maintenant ?	Je viens de loin.
Tu aimes la neo soul ?	Je n'ai jamais entendu parler de cela.
Tu aimes voyager ?	J'adorerais voyager si je pouvais me le permettre.
Tu aimerais aller au pub un jour ?	J'aimerais bien boire un verre un jour.
Comment s'est passé ton vol ?	Le voyage a été très long et pénible.
Tu vis toujours en ville ?	Je ne partirai jamais.
Tu as passé une bonne journée ?	Excellent
Tu as commencé ton travail il y a longtemps ?	Il n'y a pas eu beaucoup de temps.
Tu veux marcher jusqu'à l'arrêt de bus ensemble ?	Je pouvais me dégourdir les jambes.
Tu t'intéresses à la non-fiction ?	J'aime lire des livres d'auto-assistance et de cuisine.
Tu as du diabète ?	Le médecin a dit que je devais faire plus attention à ce que je mange.
Tu as lu Gone Girl ?	Cela ne m'a pas intéressé.
As-tu trouvé un emploi ?	J'espère en avoir un bientôt
Est-ce que cela inclut une place de parking ?	Il n'y a pas de parking disponible.
Ton travail est à temps plein ?	Je travaille 168 heures par semaine.
Tu veux échanger tes numéros ?	Envoie-moi le tien par courriel.
Hé, cela t'intéresserait-il d'aller au concert d'un groupe local ce week-end ?	S'ils sont bons.
Tu veux faire une randonnée ?	J'ai beaucoup de travail à faire.
Tu aimes la nourriture servie dans les fast-foods ?	Je n'aime pas la qualité de la nourriture dans les établissements de restauration rapide.
Tu penses que tu pourrais avoir envie d'aller camper ce week-end ?	Je ne suis pas un campeur.
Es-tu employé à plein temps ?	Cela fait des années que je travaille 40 heures par semaine.
Tu aimes les endroits où il y a beaucoup de monde et d'activité ?	Je préfère manger dans un endroit calme.
Tu as passé une bonne semaine ?	Ma semaine a été très mouvementée.
Que dirais-tu d'essayer le curry ?	Le curry jaune est mon préféré.
Tu aimes faire de l'exercice ?	Je vais à la salle de sport trois fois par semaine.
Es-tu toujours en contact avec des personnes de notre ancien quartier ?	Je n'ai vu ni parlé à personne pendant des années.
Tu n'aimes pas ton patron ?	Il est si méchant avec moi.
Tu t'intéresses aux activités de plein air ?	Si le temps est bon
Tu es allée à Glastonbury l'année dernière ?	Je n'ai jamais été en Angleterre.
Tu veux aller au parc ?	Je suis en fait en train de m'y rendre maintenant.
Tu aimes le côté country ?	Cela ne me dérangerait pas de m'échapper de la ville.
Tu vis toujours dans la région ?	Je ne vis plus par ici.
Tu aimes toujours les pokémons ?	Je m'intéresse à l'art classique maintenant.
Tu veux manger des plats épicés ?	Prenons un curry.
Tu aimerais vivre dans le centre-ville ?	Il n'y avait pas d'appartements dans ma gamme de prix là-bas.
Les choses vont bien ces derniers temps ?	Les choses pourraient être meilleures.
Écoutes-tu la même musique que tes parents ?	Beurk, je ne supporte pas leur musique.
As-tu déjà joué de la guitare basse ?	Je n'ai jamais
Tu t'intéresses aux mystères ?	Je préfère les comédies musicales.
Tu cherches à déménager à Manhattan ?	Seulement si le prix est bon.
As-tu déjà lu la trilogie 50 Shades ?	Cela ne m'intéresse pas.
Tu vas vivre ici toute seule ?	Cela dépend si je peux me permettre de payer le loyer.
Tu prévois de prendre des vacances bientôt ?	Mon budget cette année est assez serré.
Que penses-tu de Shawarma ?	Les wraps de shawarma contiennent tellement de nourriture.
Tu es une transplantation récente dans ce quartier ?	J'ai vécu dans la région pendant un certain temps.
C'est ton tee-shirt KISS ?	C'est celui de ma sœur.
Tu es un connaisseur en desserts ?	Je préfère les aliments salés
Tu aimes la musique country ?	Je n'ai jamais aimé la musique country.
Tu veux voir une pièce de théâtre de l'école secondaire ?	Sounds drab
Tu travailles de longues heures ?	C'est la routine habituelle de neuf à cinq.
As-tu déjà visité New York ?	J'ai été dans la Grosse Pomme de nombreuses fois par le passé.
Préfères-tu une nourriture saine ?	J'essaie de manger autant de produits biologiques que possible.
Peux-tu partager avec moi ta liste de lecture préférée ?	Laisse-moi voir.
Tu aimes les thrillers ?	S'ils ont quelque chose de rédhibitoire.
Vas-tu souvent à New York ?	J'y vais chaque année.
Tu cherches un appartement d'une chambre à coucher ?	J'ai besoin d'un 2 pièces si je dois avoir un colocataire.
Tu aimes les mystères de meurtres ?	Je n'en ai jamais lu.
Tu as un groupe préféré ?	J'en aime trop pour les nommer
Tu t'intéresses aux voitures ?	J'ai toujours aimé les Camaros classiques.
As-tu vu l'ancien quartier récemment ?	Elle s'est complètement effondrée.
As-tu rencontré quelqu'un d'autre de l'ancien quartier ?	Je n'y retourne plus.
Tu aimes les comédies musicales ?	Chanter sous la pluie est mon film préféré.
Tu aimes travailler avec un grand nombre de personnes ?	Les petits groupes ont tendance à mieux fonctionner pour moi.
Tu aimes l'EDM ?	Je ne supporte pas la plupart des choses.
Tu aimes les histoires fantastiques basées sur l'histoire ?	D'habitude, je n'aime pas ce genre d'histoire.
Est-ce que tu es souvent promu ?	Je n'ai jamais reçu d'augmentation.
As-tu déjà prêté des livres de Stephen King ?	Je viens de terminer Pet Semetary.
Ton vol était-il sans escale ?	C'est la seule façon dont je vole encore.
As-tu vérifié ton crédit pour voir si tu peux demander une hypothèque ?	Cela n'a pas encore été évoqué.
Tu t'installes dans ton nouveau logement ?	lentement je suis
Tu veux faire un roadtrip vendredi ?	Si nous ne restons pas dehors trop tard.
Tu as des projets pour ce soir ?	Des amis m'ont invité à sortir.
Sais-tu chanter ?	J'essaie de ne jamais chanter
Tu rentres chez toi maintenant ?	Je suis en route pour l'épicerie.
Joue-tu au piano ?	Je n'y ai pas accès, sinon je le ferais.
As-tu déjà joué de la guitare ?	Je n'ai jamais eu d'intérêt pour cela.
Est-ce que tu es souvent promu ?	tous les ans
Tu aimes les food trucks ?	Quand la nourriture n'est pas trop grasse.
Tu aimes les voitures ?	Je suis un passionné de voitures classiques.
Tu veux manger du fast-food ?	Cela me rendrait malade.
Sais-tu nager ?	J'ai pris des leçons quand j'étais enfant.
Tu veux organiser un déjeuner aujourd'hui ?	Ce serait bien
Tu aimes les fêtes de quartier ?	C'est génial de rencontrer de nouvelles personnes.
Tu as tes enfants ce week-end ?	Ils sont avec leur mère.
Tu aimes écouter de la musique classique ?	Je ne dirais pas que je le fais
Tu es fan de la série Harry Potter ?	J'étais jeune quand j'ai lu Harry.
Tu es déjà allée à New York ?	J'y suis allée plusieurs fois.
La musique country est-elle ta musique préférée ?	C'est la musique que je préfère le moins.
Tu es allée au Japon ?	Je n'ai voyagé qu'au Canada.
Tu es un randonneur ?	C'est ma façon préférée de faire de l'exercice et de me détendre.
Ton travail actuel est trop stressant ?	J'ai pris des congés pour cause de stress.
Est-il similaire à ton rôle actuel ?	Ils ont tous deux des fonctions similaires.
As-tu déjà participé à un salon de l'emploi ?	Je l'ai fait il y a quelques années
As-tu fréquenté l'école secondaire du quartier ?	Je l'ai raté
Tu as conduit directement ici ?	J'ai pris le train
As-tu déjà lu Edgar Allen Poe ?	Je suis un grand fan.
Tu as le temps de voir un film ?	Peut-être demain, je suis battu.
Qu'est-ce que tu fais en ce moment ?	Je vais bientôt déménager à New York.
Tu veux aller faire du patin à glace ?	Je ne sais pas comment.
Sais-tu nager ?	Je ne sais pas nager
Tu m'as reconnu tout de suite ?	Je ne pourrais jamais oublier ton visage.
As-tu pu dormir pendant le voyage ?	J'ai toujours du mal à dormir quand je voyage.
Alliez-vous régulièrement à des concerts en direct ?	Peut-être une ou deux fois par an.
Tu as des enfants ?	Je n'ai pas d'enfants.
Est-ce que cela doit être dans la ville même ?	Je veux être au centre de tout ça.
Le budget est-il une considération majeure ?	L'argent est rare pour moi.
As-tu rencontré quelqu'un d'autre de l'ancien quartier ?	J'ai vu pas mal de personnes que je connaissais à l'époque.
Tu aimes les biographies ?	Je préfère les livres de fiction.
Tu aimes les concerts de musique ?	J'adore écouter des musiciens en direct.
As-tu prévu une soirée de sortie ?	J'ai oublié que cela se passait.
Tu es fan de films d'animation ?	Je regarde des anime depuis le collège.
Tu as des enfants ?	Ils sont dans la voiture.
Tu aimes cuisiner ou faire de la pâtisserie ?	J'adore faire des calzones, c'est un peu à la fois de la pâtisserie et de la cuisine.
Tu aimes les thrillers ?	C'est le seul genre que je n'aime pas.
Tu travailles beaucoup avec des données ?	Je ne fais pas ce genre de travail.
As-tu des enfants ?	Je ne peux pas en avoir pour des raisons de santé.
Voudrais-tu vivre à New York de façon permanente ?	Je prévois d'y vivre pendant les 5 prochaines années.
Tu aimes manger à l'extérieur ?	Tout le temps.
L'appartement de New York ne vaut-il pas un investissement ?	Les appartements sont d'excellents investissements.
Quand est-ce que nous nous sommes vus pour la dernière fois ?	Cela fait un moment.
Tu aimes le riz ?	C'est l'un de mes plats préférés.
Tu cherches à rencontrer des gens ?	J'aime toujours rencontrer de nouvelles personnes
Tu aimes un peu trop les histoires de terres désolées post-apocalyptiques ?	J'aime penser à survivre dans des endroits comme ça.
Est-ce que tu t'entends bien avec tout le monde dans cette rue ?	Je m'entendais avec la plupart des gens
Tu aimes regarder des anime ?	Je n'ai pas vu grand-chose.
Tu veux aller faire un brunch demain ?	C'est parti.
As-tu lu les cinquante nuances de gris ?	Je n'en ai pas besoin car j'ai vu les films.
Préfères-tu rester à l'intérieur pendant le week-end ?	Je suis une vraie patate de canapé.
Est-il proche de la station de métro ?	C'est à environ 10 minutes à pied.
Tu as apporté des vêtements confortables ?	Je suis prête à tout.
J'ai une grande collection de livres, tu veux en emprunter un ?	Je garde souvent les livres que j'emprunte.
As-tu vu les prix pratiqués là-bas ?	C'est très cher de vivre à New York.
Tu aimes la musique indienne ?	Cela me fait danser.
Tu aimes les biographies ?	À cette occasion.
Apprécie-tu ton travail actuel ?	Cela paie les factures mais c'est à peu près tout.
La plage est un endroit où tu aimes aller ?	J'adore nager dans la mer.
Est-ce que c'est grand ?	La plupart des appartements de New York sont petits.
Apprécies-tu ton travail ?	J'aime que mon travail me mette au défi.
Travailleras-tu les week-ends ?	J'espère que ce ne sera pas le cas.
Tu aimes le Dave Matthews Band ?	Je n'ai pas entendu parler d'eux.
Tu veux de grandes portions ?	Je n'ai pas un gros appétit.
Viens-tu de prendre cette décision ?	J'y pense depuis un certain temps.
Cherchez-vous le même type de poste que celui que vous aviez auparavant ?	J'aimerais rester dans le même domaine.
Tu as des projets amusants ce week-end ?	Nous allons nous marier.
Tu es allée à SXSW ?	Je ne connais pas bien SXSW.
As-tu des tâches ménagères à faire ce week-end ?	Notre plafond a besoin d'être réparé.
Tu vis ici toute seule ?	pour l'instant je fais
Tu es occupée ce soir ?	Je n'ai pas de projets.
Tu as déménagé ici récemment ?	Je suis ici depuis quelques années maintenant.
Tu aimes la musique hip-hop ?	Je n'ai jamais été un fan.
Le nouvel emploi aura-t-il des avantages sociaux ?	Ce poste est destiné à un entrepreneur indépendant.
Es-tu libre ce week-end ?	Je peux annuler mes plans si tu as besoin de moi.
Tu t'intéresses à la non-fiction ?	Je ne l'apprécie pas autant que la fiction.
Quel travail as-tu fini par faire ?	Je suis un médecin
Tu aimes être responsable des autres ?	Je préfère faire partie de l'équipe
Tu rentres directement à la maison ?	Je dois d'abord passer au nettoyage à sec.
Tu rentres directement à la maison ?	Je dois m'arrêter à la banque.
Tu te sens prêt à aller en boîte de nuit demain ?	Si je finis mon travail à temps
Lis-tu des auteurs de fiction ?	J'aime les romanciers classiques.
Tu as des allergies alimentaires ?	Pas à ma connaissance
Tu vis seul(e) ?	Je suis pour l'instant
As-tu déjà joué de la guitare ?	J'y ai joué quand j'étais enfant.
Es-tu admissible à une promotion ?	dans quelques années, je le serai
Tu aimes les changements dans la ville ?	Je pense que les mises à jour étaient bien nécessaires.
Tu es resté ici tout le temps ?	J'ai vécu à l'étranger pendant un certain temps.
Salut, tu vas bien ?	Je suis toujours en deuil de la perte de ma mère.
Tu as besoin d'un chauffeur ?	Je conduis.
Tu veux partir en solo ?	Je ne suis pas sûre de ce que tu veux dire par là.
Tu aimes rester occupé au travail ?	Cela aide à faire passer le temps rapidement et j'aime ça.
As-tu déménagé ?	Je ne fais que visiter de l'extérieur de la ville.
